2.102326121,4.028611281,1.66320598,1.691407181,0
1.860799517,2.875459621,1.66320598,1.691407181,0
1.619272912,3.336720285,1.606530145,1.691407181,0
1.49850961,3.106089953,1.719881814,1.691407181,0
1.981562819,4.259241613,1.66320598,1.691407181,0
2.464616027,4.951132609,1.833233484,1.953475168,0
1.49850961,3.797980949,1.66320598,1.822441174,0
1.981562819,3.797980949,1.719881814,1.691407181,0
1.256983006,2.644829289,1.66320598,1.691407181,0
1.860799517,3.106089953,1.719881814,1.560373187,0
2.464616027,4.489871945,1.719881814,1.691407181,0
1.740036214,3.797980949,1.776557649,1.691407181,0
1.740036214,2.875459621,1.66320598,1.560373187,0
1.136219704,2.875459621,1.493178476,1.560373187,0
2.947669236,5.181762941,1.54985431,1.691407181,0
2.826905934,6.104284269,1.719881814,1.953475168,0
2.464616027,4.951132609,1.606530145,1.953475168,0
2.102326121,4.028611281,1.66320598,1.822441174,0
2.826905934,4.720502277,1.833233484,1.822441174,0
2.102326121,4.720502277,1.719881814,1.822441174,0
2.464616027,3.797980949,1.833233484,1.691407181,0
2.102326121,4.489871945,1.719881814,1.953475168,0
1.49850961,4.259241613,1.436502641,1.691407181,0
2.102326121,3.567350617,1.833233484,2.084509162,0
1.740036214,3.797980949,1.946585153,1.691407181,0
1.981562819,2.875459621,1.776557649,1.691407181,0
1.981562819,3.797980949,1.776557649,1.953475168,0
2.223089423,4.028611281,1.719881814,1.691407181,0
2.223089423,3.797980949,1.66320598,1.691407181,0
1.619272912,3.336720285,1.776557649,1.691407181,0
1.740036214,3.106089953,1.776557649,1.691407181,0
2.464616027,3.797980949,1.719881814,1.953475168,0
2.223089423,5.412393273,1.719881814,1.560373187,0
2.585379329,5.643023605,1.66320598,1.691407181,0
1.860799517,3.106089953,1.719881814,1.560373187,0
1.981562819,3.336720285,1.54985431,1.691407181,0
2.585379329,4.028611281,1.606530145,1.691407181,0
1.860799517,3.106089953,1.719881814,1.560373187,0
1.256983006,2.875459621,1.606530145,1.691407181,0
2.102326121,3.797980949,1.719881814,1.691407181,0
1.981562819,4.028611281,1.606530145,1.822441174,0
1.377746308,1.261047296,1.606530145,1.822441174,0
1.256983006,3.336720285,1.606530145,1.691407181,0
1.981562819,4.028611281,1.776557649,2.215543156,0
2.102326121,4.720502277,1.946585153,1.953475168,0
1.740036214,2.875459621,1.66320598,1.822441174,0
2.102326121,4.720502277,1.776557649,1.691407181,0
